공고번호,날짜,발주기관,공고명,1순위업체,사업자번호,대표자,투찰금액,투찰률,기초금액,A값,A값적용,예가하한,예가상한,참가업체수
R26BK01599273,2026-07-01,조달청 인천지방조달청,평택당진항 외곽시설(2공구) 연결교량 보수공사,해주이엔씨 주식회사,,,670774500,91.099,,,,,,
R26BK01600227,2026-07-01,전남광주통합특별시교육청 전남광주통합특별시광주동부교육지원청 조선대학교여자중학교,조대여중 급식실 환기설비 개선 기계설비공사 수의계약 안내공고,주식회사 지평산업,,,199523800,90.037,,,,,,
R26BK01602515,2026-07-01,전북특별자치도 익산시,2026년 양묘장 암막 교체공사,유한회사 유이조경,,,44120018,90.019,,,,,,
R26BK01597839,2026-07-01,인천신용보증재단,소상공인복합클러스터 상가동 2층 교육장 인테리어 공사 견적서 제출 안내,주식회사 디자인도도,,,76370674,90.017,,,,,,
R26BK01602785,2026-07-01,국립금오공과대학교,테크노관 외벽 방수공사,한울빛리빙 주식회사,,,173867670,90.012,,,,,,
R26BK01596932,2026-07-01,경상남도 고성군 상하수도사업소,2026년 하반기 고성읍 하수처리구역 오수관로 유지관리 준설공사,아이에이치산업 주식회사,,,36195600,90.856,,,,,,
R26BK01597012,2026-07-01,경기도 고양시,탄현지하차도 보수보강공사,주식회사 성건,,,331053000,90.693,,,,,,
R26BK01555410,2026-07-01,조달청 서울지방조달청,가남 신해5 일반산업단지 조성사업,디앤디건설주식회사,,,3157278000,89.58,,,,,,
R26BK01610809,2026-07-01,한국농어촌공사 전남지역본부 진도지사,2026년 재해대비 소포배수갑문 스톱로그 호이스트 교체공사,(주)대유,,,14108000,94.097,,,,,,
R26BK01601584,2026-07-01,경상북도 포항시 남구,동촌동 도시계획도로(대2-49) 도로정비공사,(주)한동알앤씨,,,29809040,90.058,32900000,,,,,
R26BK01600301,2026-07-01,경기도교육청 경기도성남교육지원청,대원중 공간드림 공간조성 통신공사,세원엔디이 (주),,,6974114,90.304,,,,,,
R26BK01601108,2026-07-01,대구광역시교육청 대구광역시동부교육지원청,"대구황금유치원 외 2교(지봉초,중앙초) 급식실 환기시설개선 전기공사",주식회사 현창건설,,,73135840,90.287,,,,,,
R26BK01602925,2026-07-01,제주특별자치도교육청 제주시교육지원청,애월중 급식실 환기설비개선 전기공사 수의계약 안내공고,남도기업 주식회사,,,52843330,90.285,,,,,,
R26BK01603204,2026-07-01,경상북도 안동시,일직면 평팔1리(반지들) 농로확포장공사,주식회사 한라건설,,,107415660,90.397,,,,,,
R26BK01600956,2026-07-01,경기도 안산시,2026년 하반기 안산스마트허브 차도포장 유지보수공사,경인개발(주),,,39495836,91.229,,,,,,
R26BK01611425,2026-07-01,한국농어촌공사 충남지역본부 당진지사,석문양수장 외 5개소 전기설비 보수공사,주식회사대원전력,,,18000000,92.033,,,,,,
R26BK01579070,2026-07-01,효성하이드로젠 주식회사,"효성하이드로젠㈜ 액화수소충전소 3개소(울산, 창원, 김포) 유압배관 제작 및 설치 공사",탈렌트엘엔지 주식회사,,,134970000,81.8,,,,,,
R26BK01602405,2026-07-01,충청북도 보은군,봉평리 세천 정비사업,주식회사 일영이엔지,,,39716700,90.229,,,,,,
R26BK01601481,2026-07-01,전남광주통합특별시 곡성군,2026년 재해위험수목 제거사업(2차),주식회사 화평,,,23439210,89.906,,,,,,
R26BK01602239,2026-07-01,제주특별자치도 서귀포시 대정읍,대정문화체육센터 축구장 노후 인조잔디 교체공사,주식회사 나무,,,95638360,90.532,,,,,,
R26BK01610719,2026-07-01,한국농어촌공사 전남지역본부 영암지사,용앙단지 관리도로 안전대책시설(안전표지판) 설치공사,주식회사 승인이엔지,,,12700000,91.995,,,,,,
R26BK01601862,2026-07-01,서울특별시교육청 서울특별시북부교육지원청,태랑중 포장개선공사,주식회사 건융,,,93220000,90.34,,,,,,
R26BK01581889,2026-07-01,한국철도공사 회계통합센터,★기술자 및 실적보유★경부1선 금천구청~평택간 AF궤도회로장치 개량 기타공사,주식회사 파워이에프씨,,,2326970450,89.406,,,,,,
R26BK01601730,2026-07-01,국립한국교통대학교,국립한국교통대학교 인문사회관 노후화장실 환경개선 전기공사,(합)삼성전기공사,,,113531229,90.421,,,,,,
R26BK01601967,2026-07-01,한국농어촌공사 강원지역본부 강릉지사,삼척 지역특화 임대형 스마트팜 조성사업 냉난방기 설치공사,주식회사 케이드이엔씨,,,170480100,90.155,,,,,,
R26BK01593722,2026-07-01,대구광역시교육청 능인고등학교,2026년 능인고등학교 흙콘크리트 야외 농구장 조성 공사,주식회사 네이처건설,,,68946000,89.999,,,,,,
R26BK01601629,2026-07-01,경기도교육청 경기도용인교육지원청,처인고 도서관 옥상 방수공사,건산실업(주),,,54185868,90.263,,,,,,
R26BK01601312,2026-07-01,경기도 오산시,2026년 어린이보호구역 개선공사(시립매홀어린이집),계림건설주식회사,,,88091200,90.078,,,,,,
R26BK01594938,2026-07-01,서울대학교 그린바이오과학기술연구원,서울대학교 평창캠퍼스 환경 개선공사,비상토건 주식회사,,,129712546,90.396,,,,,,
R26BK01603163,2026-07-01,경기도 용인시,지방도314호선 보도설치사업(어비리 일원),(주)이너콘,,,295341713,90.776,,,,,,
R26BK01602467,2026-07-01,서울특별시교육청 상암고등학교,상암고등학교 AI 융합교육공간 구축 및 직업거점학교 진로교육실 구축 공사,주식회사 이음디자인사무소,,,176690560,90.01,,,,,,
R26BK01600180,2026-07-01,경기도교육청 경기도성남교육지원청,대원중 공간드림 공간조성 전기공사,우수전력,,,37609655,90.356,,,,,,
R26BK01600549,2026-07-01,경기도 하남시,하남시 장애인복지관 진출입 도로 개선공사 수의견적 제출 공고,주식회사 해오름이엔에스,,,390941600,91.451,,,,,,
R26BK01603058,2026-07-01,경북 안동시산림조합,"2026년 조림지 풀베기사업 (2026년 조림지-남후지구/1회,2회베기)",주식회사 차령산림,,,60526910,90.304,,,,,,
R26BK01595276,2026-07-01,경상북도교육청 경상북도포항교육지원청,대송초등학교 교실출입문개체공사 긴급입찰 공고,우성건설(주),,,304848000,90.105,,,,,,
R26BK01602940,2026-07-01,경북 안동시산림조합,"2026년 조림지 풀베기사업(2026년 조림지-길안대곡지구/1회,2회베기)",주식회사 산하림,,,40931200,90.332,,,,,,
R26BK01602696,2026-07-01,충청북도 제천시,봉양읍 공전1리 농수로 정비공사,토광포장건설 주식회사,,,79212660,90.433,,,,,,
R26BK01601801,2026-07-01,대전광역시교육청 대전광역시동부교육지원청,와동초 급식조리실 환기설비개선 소방공사,(주)천연소방,,,24107000,90.133,,,,,,
R26BK01602197,2026-07-01,경기도 부천시,중앙공원 배수 및 포장 정비공사,(주)형서조경개발,,,149024350,90.444,,,,,,
R26BK01584493,2026-07-01,경기도안양교육청 과천문원중학교,과천문원중학교 통합 교육환경개선공사,주식회사 민커뮤니케이션,,,205580700,90.309,,,,,,
R26BK01603030,2026-07-01,경북 안동시산림조합,"2026년 조림지 풀베기사업 (2026년 조림지-길안용계지구/1회,2회베기)",주식회사 미래숲,,,65014000,90.768,,,,,,
R26BK01601982,2026-07-01,화순군산림조합,2026년 조림지풀베기사업(춘양지구),주식회사 이산조경,,,73413830,90.348,,,,,,
R26BK01601657,2026-07-01,대전광역시교육청 대전광역시동부교육지원청,대전글꽃중 교실수선 및 기타 정보통신공사,주식회사 합동전기,,,50003905,90.381,,,,,,
R26BK01602679,2026-07-01,강원특별자치도 양구군,2025년 하반기 확정분 동면 소규모주민건의사업(팔랑리115-2번지),정진건설 주식회사,,,20246450,90.483,22721000,,,,,
R26BK01601537,2026-07-01,울산광역시교육청 울산광역시강북교육지원청,명덕중 농구장 조성공사,(주)조경토건,,,31141412,90.386,,,,,,
R26BK01610517,2026-07-01,한국농어촌공사 충남지역본부 세종대전금산지사,26년 대전 유성지구 우기대비 배수지선 퇴적토 및 수초제거 작업,일양건설주식회사,,,39100000,89.055,,,,,,
R26BK01598253,2026-07-01,충청남도 부여군,부여 부소산성 수목정비사업,주식회사 고탑조경,,,568652000,90.615,,,,,,
R26BK01599174,2026-07-01,경상북도 경주시 맑은물사업본부,강동 인동리 오수관로 정비공사,에코건설개발 주식회사,,,58173021,90.593,,,,,,
R26BK01601586,2026-07-01,인천광역시 미추홀구,2026년 미추홀구 빗물받이 정비공사,우신이앤씨 주식회사,,,169911634,90.344,,,,,,
R26BK01602609,2026-07-01,부산광역시 금정구,공덕초등학교 외 5개소 통학로 정비공사,(주)다음앤,,,24405887,90.376,,,,,,
R26BK01597695,2026-07-01,인천광역시 남동구,"이웃사촌 어울마당1 주차장 조성공사(토목,철거)",용두건설주식회사,,,434095000,90.328,,,,,,
R26BK01610971,2026-07-01,대전광역시교육청 대전광역시서부교육지원청,대전변동중 등 2교(대전하기초) 내진보강 및 기타 전기공사,주식회사 디원,,,9680000,90.08,,,,,,
R26BK01598941,2026-07-01,경기도교육청 경기도광주하남교육지원청,하남중 교실 내부 도색공사,한별이엔씨 주식회사,,,66527670,90.004,,,,,,
R26BK01602210,2026-07-01,충청북도 제천시,2026년 도시공원 가뭄대비 물주기 사업,주식회사 성 덕,,,35613890,90.301,,,,,,
R26BK01600553,2026-07-01,전남광주통합특별시교육청 전남광주통합특별시신안교육지원청,도초초 본관동 외벽 및 누수보수 공사,유한회사 새소망건설,,,117037120,90.401,,,,,,
R26BK01603131,2026-07-01,경북 안동시산림조합,"2026년 조림지 풀베기사업  (2026년 조림지-임동박곡 지구/1회,2회베기)",주식회사비엠,,,52181060,90.308,,,,,,
R26BK01600700,2026-07-01,충청남도 서천군,장항 우수저류지(2지구) 비상유입구 설치공사,주식회사 샬롬건설,,,189189960,90.898,,,,,,
R26BK01611070,2026-07-01,경기도 용인시 처인구,능원초교 승하차구역 설치공사(통신),주식회사 에이스엘이디,,,46604000,89.998,,,,,,
R26BK01611089,2026-07-01,서울특별시 서울아리수본부 암사아리수정수센터,"1,2취수장 펌프설비 노후 부품 정비공사",(주)일우엔텍,,,27540000,92.783,,,,,,
R26BK01598626,2026-07-01,한국철도공사 회계통합센터,경인선 부천역 등 3역 화장실 비상통화장치 개량공사,대승정보통신 주식회사,,,474505660,90.311,,,,,,
R26BK01602128,2026-07-01,울산광역시교육청 울산광역시강남교육지원청,[긴급] 삼산초 교육환경개선 전기공사(계속비),현진전기조명,,,143039573,90.419,,,,,,
R26BK01603337,2026-07-01,강원특별자치도 태백시,혈동 35-3번지 일원 암반관정 개발공사,주식회사 엘테크,,,51715000,90.389,,,,,,
R26BK01601335,2026-07-01,경기도 오산시,2026년도 하반기 녹지 조경수목 전정 단가공사,홍림조경,,,94656000,90.374,,,,,,
R26BK01595590,2026-07-01,인천국제공항공사,2026년 인천국제공항 L/S토목시설 유지보수공사,씨젬건설 주식회사,,,485416670,90.947,,,,,,
R26BK01603047,2026-07-01,강원특별자치도교육청 강원특별자치도속초양양교육지원청,현남중 장애인화장실 및 승강기 증축 기계설비공사,(주)보배이에스씨,,,52014381,90.27,,,,,,
R26BK01602695,2026-07-01,대구광역시교육청 대구광역시동부교육지원청,대구새론초등학교 외 1교(숙천초) 급식실 환기시설개선 전기공사,일성산업,,,74969130,90.317,,,,,,
R26BK01602729,2026-07-01,충청북도 청주시,장애인 복지타운 부설주차장 조성공사,한솔조경(주),,,128167920,90.239,,,,,,
R26BK01597341,2026-07-01,한국농어촌공사 경북지역본부 칠곡지사,석적읍 농촌중심지활성화사업 통신공사,주식회사 삼조,,,176620634,90.414,,,,,,
R26BK01595915,2026-07-01,강원특별자치도교육청 강원특별자치도정선교육지원청,남선초 교사동 환경개선공사,(주)에스앤비,,,307138930,90.329,,,,,,
R26BK01601402,2026-07-01,충청남도 서천군,홍원마을 주민복지회관 조성사업(전기),주식회사 한성전기,,,31011800,90.529,,,,,,
R26BK01602214,2026-07-01,충청남도 아산시,2026년 옹기체험관 수목정비공사,주식회사 그린조경건설,,,50782433,90.29,,,,,,
R26BK01600059,2026-07-01,충청북도 단양군,단양군 지방정원 조성사업(전기),(주)광운전력,,,261087149,90.326,,,,,,
R26BK01603041,2026-07-01,전북특별자치도 군산시,옥도면 개야도 도로정비공사,(유)아일건설,,,69325990,89.973,,,,,,
R26BK01585384,2026-07-01,한라대학교,"[RISE사업 2-1, 5-2] 통합 환경 개선 공사",주식회사 미래지에스,,,89895110,89.803,,,,,,
R26BK01598877,2026-07-01,강원특별자치도 강릉시,강릉 모학당 고택 안채 해체 보수공사,유신건설주식회사,,,222657000,90.504,,,,,,
R26BK01588617,2026-07-01,전북특별자치도,위임국도 13호선 남원 대강 도로폭 확장정비사업,크라운건설 주식회사,,,499794000,90.84,,,,,,
R26BK01598370,2026-07-01,제주특별자치도교육청 제주시교육지원청,도리초 다목적체육관 수리공사 입찰 공고(긴급),지연디자인 주식회사,,,793569960,90.3,,,,,,
R26BK01601899,2026-07-01,대전도시공사,서남부지구 도시개발사업 관정폐공처리공사,지수 지하수개발,,,357793340,90.417,,,,,,
R26BK01602653,2026-07-01,충청북도 제천시,2026년 제천시 미당천 준설사업,성우안전 (주),,,87978980,90.229,,,,,,
R26BK01599167,2026-07-01,충청북도교육청 충청북도진천교육지원청,한바마고 후관 외 1동(기숙사) 창호교체 및 방수공사 입찰 공고,주식회사 덕호건설,,,299461800,90.289,,,,,,
R26BK01601707,2026-07-01,충청남도교육청 충청남도공주교육지원청,공주마이스터고등학교 냉난방개선 및 기타 전기공사,이송전기 주식회사,,,151772887,90.515,,,,,,
R26BK01602576,2026-07-01,대전광역시교육청 대전광역시동부교육지원청,대전문창유 등 2교(대전문창초) 화장실 수선 및 기타 전기공사,(주)존전기,,,28492380,90.326,,,,,,
R26BK01603085,2026-07-01,경북 안동시산림조합,"2026년 조림지 풀베기사업 (2026년 조림지-임동고천망천외지구/1회,2회베기)",주식회사 플러스 임업,,,72215000,90.368,,,,,,
